Unnamed: 0,Open,High,Low,Close,Volume,SMA_50,SMA_200,EMA_8,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,RSI,14-high,14-low,%K,%D,BB_middle,BB_upper,BB_lower,TR,ATR,OBV
1999-11-01,80.0,80.69,77.37,77.62,2487300,,,77.62,77.62,77.62,0.0,0.0,0.0,,,,,,,,,,,0.0
1999-11-02,78.0,81.69,77.31,80.25,3564600,,,78.20444444444445,78.02461538461539,77.81481481481482,0.2098005698005636,0.041960113960112726,0.16784045584045088,,,,,,,,,4.3799999999999955,,3564600.0
1999-11-03,81.62,83.25,81.0,81.5,2932700,,,78.93679012345679,78.5592899408284,78.08779149519891,0.47149844562949283,0.12786778029398876,0.34363066533550407,,,,,,,,,3.0,,6497300.0
1999-11-04,82.06,85.37,80.62,83.62,3384700,,,79.97750342935528,79.33786071916249,78.49758471777677,0.8402760013857176,0.2703494245123345,0.569926576873383,,,,,,,,,4.75,,9882000.0
1999-11-05,84.62,88.37,84.0,88.31,3721500,,,81.829169333943,80.71818983929134,79.22443029423775,1.4937595450535923,0.5150314486205861,0.9787280964330062,,,,,,,,,4.75,,13603500.0
1999-11-08,87.75,97.73,86.75,96.37,8490400,,,85.06046503751122,83.12616063324651,80.49447249466458,2.6316881385819357,0.9383627866128561,1.6933253519690796,,,,,,,,,10.980000000000004,,22093900.0
1999-11-09,94.37,94.5,88.0,89.62,7224800,,,86.0736950291754,84.12521284351628,81.1704374950598,2.9547753484564794,1.3416452989815808,1.6131300494748986,,,,,,,,,8.370000000000005,,14869100.0
1999-11-10,88.25,93.25,88.12,91.44,5159800,,,87.2662072449142,85.25056471374454,81.93114582875907,3.319418884985467,1.7372000161823582,1.5822188688031087,,,,,,,,,5.1299999999999955,,20028900.0
1999-11-11,91.59,92.62,89.87,92.25,2409600,,,88.37371674604438,86.32740091163,82.69550539699914,3.6318955146308554,2.1161391158720577,1.5157563987587976,,,,,,,,,2.75,,22438500.0
1999-11-12,91.94,92.0,87.37,90.62,2491600,,,88.87289080247896,86.98780077137923,83.28250499722142,3.705295774157804,2.433970447529207,1.271325326628597,,,,,,,,,4.8799999999999955,,19946900.0
1999-11-15,89.62,92.87,88.5,89.44,2320600,,,88.99891506859475,87.36506219116704,83.73861573816798,3.626446452999062,2.672465648623178,0.9539808043758837,,,,,,,,,4.3700000000000045,,17626300.0
1999-11-16,90.0,91.75,88.5,91.19,2088000,,,89.48582283112925,87.95351416175673,84.29057012793331,3.662944033823422,2.870561325663227,0.7923827081601948,,,,,,,,,3.25,,19714300.0
1999-11-17,90.69,94.75,90.0,90.25,3255100,,,89.6556399797672,88.30681967533262,84.73200937771603,3.574810297616594,3.0114111200539004,0.5633991775626934,,,,,,,,,4.75,,16459200.0
1999-11-18,91.06,91.12,88.44,89.62,3257000,,,89.64771998426338,88.50884741758914,85.09408275714446,3.414764660444675,3.0920818281320557,0.3226828323126192,67.51313485113836,97.73,77.31,60.28403525954947,,,,,2.680000000000007,,13202200.0
1999-11-19,89.5,92.87,88.06,92.44,2790300,,,90.26822665442707,89.11364012257542,85.63822477513376,3.475415347441654,3.1687485319939754,0.3066668154476786,69.98381877022653,97.73,77.31,74.09402546523013,,,,,4.810000000000002,4.917857142857144,15992500.0
1999-11-22,91.75,91.75,89.25,90.62,1806800,,,90.34639850899883,89.34538779602535,86.0072451621609,3.33814263386445,3.2026273523680704,0.1355152814963798,64.29556106975463,97.73,80.62,58.445353594389246,64.27447143972294,,,,3.1899999999999977,4.832857142857144,14185700.0
1999-11-23,91.75,95.25,88.5,92.81,4851000,,,90.89386550699909,89.8784050581753,86.51115292792676,3.367252130248545,3.2355523079441655,0.1316998223043795,65.19752754635851,97.73,80.62,71.24488603156048,67.92808836372662,,,,6.75,5.100714285714287,19036700.0
1999-11-24,93.0,95.0,91.69,94.69,1920600,,,91.73745094988818,90.61865043384064,87.11699345178404,3.501656982056602,3.288773242766653,0.21288373928994897,64.97159859345416,97.73,84.0,77.85870356882735,69.1829810649257,,,,3.3100000000000023,4.997857142857144,20957300.0
1999-11-26,94.75,95.5,94.12,95.06,1179200,,,92.47579518324636,91.30193498248055,87.70536430720745,3.5965706752730995,3.3503327292679423,0.24623794600515714,60.33690658499235,97.73,86.75,75.68306010928961,74.92888323655914,,,,1.3799999999999955,4.757142857142858,22136500.0
1999-11-29,94.25,99.75,93.25,94.56,4144300,,,92.93895180919161,91.80317575440661,88.21311509926615,3.590060655140462,3.3982783144424467,0.19178234069801547,46.392985253088874,99.75,87.37,58.07754442649435,70.53976936820378,89.614,99.81165999990606,79.41634000009395,6.5,4.437142857142858,17992200.0
1999-11-30,98.12,103.75,97.37,97.87,7528400,,,94.03474029603792,92.73653333065175,88.92843990672792,3.808093423923836,3.480241336338725,0.3278520875851112,69.05311778290995,103.75,87.37,64.10256410256412,65.95438954611602,90.6265,99.77746376862767,81.47553623137232,9.189999999999998,4.4957142857142856,25520600.0
1999-12-01,101.0,104.5,100.06,103.06,5522900,,,96.04035356358506,94.32475897208994,89.97522213585918,4.3495368362307545,3.654100436317131,0.6954363999136235,73.22142286171066,104.5,87.37,91.5936952714536,71.25793460017069,91.76700000000001,101.15535807627835,82.37864192372167,6.6299999999999955,4.602857142857142,31043500.0
1999-12-02,103.12,110.62,101.75,110.19,5065700,,,99.18471943834393,96.7655652840761,91.47261308875851,5.292952195317596,3.981870788117224,1.3110814072003723,78.62156987874923,110.62,87.37,98.15053763440856,84.61559900280876,93.20150000000001,104.547826602404,81.85517339759602,8.870000000000005,5.04,36109200.0
